,map_50,map_75,acc,f1,dice,aji,aji_plus,dq,sq,pq,img_names
0,0.2994357943534851,0.2065783143043518,0.75,0.735632183908046,0.3984253049007803,0.4694566813509545,0.5292290881904708,0.5747126436781609,0.7442408930877475,0.42772465119985487,test_1_000
1,0.5682498216629028,0.4847883880138397,0.98,0.684931506849315,0.36499375548947693,0.4834089149430373,0.5344180640876639,0.5753424657534246,0.7774780877887467,0.4473161600976351,test_1_001
2,0.590776801109314,0.4406726062297821,0.8928571428571429,0.7368421052631579,0.33030914261804634,0.4938404950957497,0.5422527909307711,0.6052631578947368,0.7433891788570745,0.44994608193980823,test_1_002
3,0.49572139978408813,0.2338535338640213,0.9230769230769231,0.7428571428571429,0.3904255752893066,0.3835388099131966,0.4561255127500317,0.5531914893617021,0.7273212235305335,0.40234791088923133,test_1_003
4,0.5571466684341431,0.3275047242641449,0.9696969696969697,0.7857142857142857,0.3717416431608328,0.4476896775902338,0.5053959131545338,0.6035502958579881,0.7408143159848247,0.44711869958847406,test_1_004
5,0.4743445813655853,0.287875235080719,0.9736842105263158,0.7238095238095238,0.5576743219225379,0.5008539709649872,0.5478481932086435,0.5794392523364486,0.7235148957731983,0.41923293026110553,test_1_005
6,0.4848952293395996,0.38396579027175903,0.868421052631579,0.7378640776699029,0.5856037776698374,0.47094558901215,0.5403295176338252,0.6346153846153846,0.7787080935855039,0.4941801363138774,test_1_006
7,0.40466010570526123,0.3026154041290283,0.9473684210526315,0.7378640776699029,0.5260037378189726,0.39781810326204364,0.44862155388471175,0.5192307692307693,0.7494552831118477,0.3891402431542287,test_1_007
8,0.46942347288131714,0.32300087809562683,0.9459459459459459,0.7551020408163265,0.6361039074925892,0.4882495058203382,0.5456236786469345,0.6060606060606061,0.7345381321771974,0.4451746255619379,test_1_008
9,0.5475246906280518,0.4286678731441498,0.9166666666666666,0.7868852459016393,0.5898138704554495,0.506583220168861,0.5430103732975796,0.6557377049180327,0.7739647966032984,0.5075178994119989,test_1_009
10,0.5092804431915283,0.05631188303232193,0.9473684210526315,0.7307692307692307,0.586010041915812,0.45922007627014394,0.497893850042123,0.6792452830188679,0.7306745112101103,0.4963072151615843,test_1_010
