imgs,cnts,areas,avg_cnts,area_sums,area_busy_rate,dataset,flag,areas_segmented,avg_cnts_segmented,area_busy_rate_segmented
train_22.png,741,368.2348178137652,0.0027156584647184,272862,0.272862,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
train_23.png,1242,182.8840579710145,0.0054679451620572,227142,0.227142,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
train_21.png,261,344.96934865900386,0.0028988082677121,90037,0.090037,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
train_20.png,538,320.0631970260223,0.0031243829634017,172194,0.172194,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
train_24.png,767,279.122555410691,0.0035826556493388,214087,0.214087,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
train_18.png,2281,171.66725120561156,0.0058252228830894,391573,0.391573,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
train_9.png,647,220.24111282843896,0.0045404783292162,142496,0.142496,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
train_8.png,891,398.6307519640853,0.0025085871952249,355180,0.35518,CoNSeP,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q3
train_19.png,839,276.134684147795,0.0036214212027952,231677,0.231677,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
train_25.png,40,90.4,0.0110619469026548,3616,0.003616,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
train_27.png,63,312.6507936507937,0.003198456617759,19697,0.019697,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
train_26.png,145,149.88275862068966,0.0066718814705747,21733,0.021733,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
train_17.png,805,332.2633540372671,0.0030096608243105,267472,0.267472,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
train_6.png,767,272.1082138200782,0.0036750085047458,208707,0.208707,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
train_7.png,699,476.05865522174537,0.0021005814914429,332765,0.332765,CoNSeP,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q3
train_16.png,262,226.6145038167939,0.0044127802199653,59373,0.059373,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
train_14.png,502,403.3227091633466,0.002479404152755,202468,0.202468,CoNSeP,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q2
train_5.png,20,265.5,0.0037664783427495,5310,0.00531,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
train_4.png,80,172.5,0.0057971014492753,13800,0.0138,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
train_15.png,161,222.6211180124224,0.004491936833882,35842,0.035842,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
train_11.png,100,512.8,0.0019500780031201,51280,0.05128,CoNSeP,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q1
train_1.png,849,218.22497055359247,0.0045824270131103,185273,0.185273,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
train_10.png,997,278.8004012036108,0.0035867954123555,277964,0.277964,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
train_12.png,135,237.7925925925926,0.0042053454613419,32102,0.032102,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
train_3.png,677,366.4475627769572,0.0027289034000443,248085,0.248085,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
train_2.png,293,221.5699658703072,0.004513247073321,64920,0.06492,CoNSeP,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
train_13.png,749,395.74232309746327,0.0025268967750859,296411,0.296411,CoNSeP,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q3
test_14.png,556,382.589928057554,0.0026137645731478,212720,0.21272,CoNSeP,test,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
test_9.png,513,240.3684210526316,0.004160280271513,123309,0.123309,CoNSeP,test,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
test_8.png,625,430.3168,0.0023238692981542,268948,0.268948,CoNSeP,test,areas_Q2,avg_cnts_Q2,area_busy_rate_Q3
test_12.png,428,322.55841121495325,0.0031002136829524,138055,0.138055,CoNSeP,test,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
test_13.png,1359,196.6504782928624,0.005085164341735,267248,0.267248,CoNSeP,test,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
test_11.png,1077,238.68059424326836,0.0041896996409384,257059,0.257059,CoNSeP,test,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
test_10.png,845,255.91597633136092,0.0039075325203815,216249,0.216249,CoNSeP,test,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
test_3.png,393,594.6819338422392,0.0016815711779555,233710,0.23371,CoNSeP,test,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
test_2.png,245,456.0734693877551,0.0021926291861318,111738,0.111738,CoNSeP,test,areas_Q2,avg_cnts_Q2,area_busy_rate_Q1
test_1.png,864,247.96759259259255,0.0040327850488228,214244,0.214244,CoNSeP,test,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
test_5.png,910,303.63626373626374,0.0032934142572265,276309,0.276309,CoNSeP,test,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
test_4.png,418,645.3636363636364,0.0015495140160585,269762,0.269762,CoNSeP,test,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
test_6.png,300,343.25,0.0029133284777858,102975,0.102975,CoNSeP,test,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
test_7.png,241,213.13278008298755,0.0046919108342256,51365,0.051365,CoNSeP,test,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
TCGA-55-1594-01Z-00-DX1_001.png,251,896.183266932271,0.0011158431951347,224942,0.2145214080810547,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-55-1594-01Z-00-DX1_002.png,299,273.04013377926424,0.0036624652433273,81639,0.3114280700683594,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
TCGA-55-1594-01Z-00-DX1_003.png,36,1164.5833333333333,0.0008586762075134,41925,0.1599311828613281,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-55-1594-01Z-00-DX1_004.png,21,333.3333333333333,0.003,7000,0.026702880859375,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
TCGA-55-1594-01Z-00-DX1_005.png,64,1036.515625,0.0009647707915642,66337,0.2530555725097656,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-5P-A9K0-01Z-00-DX1_1.png,321,1281.3271028037384,0.0007804408396668,411306,0.2729355773933274,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-5P-A9K0-01Z-00-DX1_2.png,314,470.7643312101911,0.0021242051143282,147820,0.2562635655689391,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q3
TCGA-5P-A9K0-01Z-00-DX1_3.png,5,629.0,0.0015898251192368,3145,0.0342052313883299,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-69-7760-01Z-00-DX1_001.png,30,365.3333333333333,0.0027372262773722,10960,0.04180908203125,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
TCGA-69-7760-01Z-00-DX1_002.png,174,265.9712643678161,0.0037598046630221,46279,0.1765403747558593,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
TCGA-69-7760-01Z-00-DX1_003.png,42,1894.7857142857144,0.0005277641648132,79581,0.3035774230957031,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-69-7760-01Z-00-DX1_004.png,219,865.6255707762557,0.0011552338953009,189572,0.1807899475097656,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-69-A59K-01Z-00-DX1_001.png,9,1765.2222222222222,0.0005665009126959,15887,0.4931706711367728,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-69-A59K-01Z-00-DX1_002.png,9,535.0,0.0018691588785046,4815,0.0422976914157208,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q1
TCGA-69-A59K-01Z-00-DX1_003.png,384,837.3958333333334,0.0011941783803955,321560,0.1045939908221667,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-69-A59K-01Z-00-DX1_004.png,272,340.3639705882353,0.0029380313029952,92579,0.1967421795307718,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
TCGA-73-4668-01Z-00-DX1_001.png,17,751.5294117647059,0.0013306199123356,12776,0.027786114772139,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-73-4668-01Z-00-DX1_002.png,302,800.6390728476821,0.0012490022457225,241793,0.2305917739868164,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-73-4668-01Z-00-DX1_003.png,5,2082.2,0.0004802612621265,10411,0.1827132327132327,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-73-4668-01Z-00-DX1_004.png,203,396.4039408866995,0.0025226792593513,80470,0.2388698579307642,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q3
TCGA-78-7220-01Z-00-DX1_001.png,14,1355.7142857142858,0.0007376185458377,18980,0.0724029541015625,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-78-7220-01Z-00-DX1_002.png,17,569.8823529411765,0.0017547481420313,9688,0.036956787109375,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q1
TCGA-78-7220-01Z-00-DX1_003.png,270,863.3814814814815,0.0011582365633834,233113,0.2223138809204101,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-78-7220-01Z-00-DX1_004.png,130,330.11538461538464,0.0030292438541302,42915,0.1637077331542968,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q2
TCGA-86-7713-01Z-00-DX1_001.png,11,660.4545454545455,0.0015141087405368,7265,0.0259796454037662,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-86-7713-01Z-00-DX1_002.png,31,1731.0967741935483,0.0005776684555754,53664,0.1097100240419999,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-86-7713-01Z-00-DX1_003.png,301,490.3588039867109,0.0020393230260572,147598,0.3331933721612714,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q3
TCGA-86-7713-01Z-00-DX1_004.png,353,938.643059490085,0.0010653677027593,331341,0.2907520182520182,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-86-8672-01Z-00-DX1_1.png,285,486.1684210526316,0.0020569003594162,138558,0.3173423113920571,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q3
TCGA-86-8672-01Z-00-DX1_2.png,58,340.55172413793105,0.0029364115026326,19752,0.0100970032061767,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q1
TCGA-86-8672-01Z-00-DX1_3.png,507,904.3392504930966,0.0011057797164667,458500,0.2344055148945916,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-A2-A0CV-01Z-00-DX1_1.png,226,533.3141592920354,0.0018750674111624,120529,0.3239156140822359,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q3
TCGA-A2-A0CV-01Z-00-DX1_2.png,215,595.9488372093023,0.0016779963942589,128129,0.3388580344864064,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-A2-A0CV-01Z-00-DX1_3.png,9,2615.555555555556,0.0003823279524214,23540,0.5882352941176471,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-A2-A0CV-01Z-00-DX1_4.png,423,298.3049645390071,0.0033522740781246,126183,0.2423738938520551,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
TCGA-A2-A0CV-01Z-00-DX1_5.png,8,553.5,0.001806684733514,4428,0.1313478879924062,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q2
TCGA-A2-A0ES-01Z-00-DX1_1.png,19,1274.6842105263158,0.0007845080308848,24219,0.1632426092934848,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-A2-A0ES-01Z-00-DX1_2.png,667,360.41229385307344,0.002774600137274,240395,0.2851133123644972,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
TCGA-A2-A0ES-01Z-00-DX1_3.png,4,797.5,0.0012539184952978,3190,0.0439490796869833,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-A2-A0ES-01Z-00-DX1_4.png,244,790.5573770491803,0.0012649303251493,192896,0.2363104907372697,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-A2-A0ES-01Z-00-DX1_5.png,122,624.0573770491803,0.0016024167597031,76135,0.30454,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-B6-A0WZ-01Z-00-DX1_1.png,462,611.4069264069265,0.0016355719191418,282470,0.1150630938599071,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q1
TCGA-B6-A0WZ-01Z-00-DX1_2.png,14,1808.357142857143,0.0005529881107556,25317,0.2310535538276202,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-B6-A0WZ-01Z-00-DX1_3.png,4,529.5,0.0018885741265344,2118,0.0263177514351748,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q1
TCGA-B6-A0WZ-01Z-00-DX1_4.png,15,2576.2,0.0003881686204487,38643,0.201502810599977,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
TCGA-B6-A0WZ-01Z-00-DX1_5.png,261,303.59003831417624,0.0032939157211908,79237,0.2251729213911007,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
TCGA-B6-A0WZ-01Z-00-DX1_6.png,5,470.0,0.002127659574468,2350,0.027048802946593,MoNuSAC,train,areas_Q2,avg_cnts_Q2,area_busy_rate_Q1
TCGA-B9-A44B-01Z-00-DX1_1.png,445,289.0674157303371,0.0034594006296886,128635,0.4379630386228687,MoNuSAC,train,areas_Q1,avg_cnts_Q3,area_busy_rate_Q3
TCGA-B9-A44B-01Z-00-DX1_2.png,361,996.3518005540168,0.0010036615575381,359683,0.2191158194843803,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-B9-A44B-01Z-00-DX1_3.png,11,1535.8181818181818,0.0006511187403812,16894,0.5407464310863581,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q3
TCGA-B9-A8YI-01Z-00-DX1_1.png,254,966.5472440944882,0.0010346105750235,245503,0.1292366602286013,MoNuSAC,train,areas_Q3,avg_cnts_Q1,area_busy_rate_Q2
