imgs,cnts,areas,avg_cnts,area_sums,area_busy_rate,dataset,flag
train_22.png,741,368.2348178137652,0.0027156584647184292,272862,0.272862,CoNSeP,train
train_23.png,1242,182.8840579710145,0.005467945162057215,227142,0.227142,CoNSeP,train
train_21.png,261,344.96934865900386,0.002898808267712163,90037,0.090037,CoNSeP,train
train_20.png,538,320.0631970260223,0.0031243829634017444,172194,0.172194,CoNSeP,train
train_24.png,767,279.122555410691,0.0035826556493388203,214087,0.214087,CoNSeP,train
train_18.png,2281,171.66725120561156,0.0058252228830894875,391573,0.391573,CoNSeP,train
train_9.png,647,220.24111282843896,0.004540478329216259,142496,0.142496,CoNSeP,train
train_8.png,891,398.6307519640853,0.0025085871952249565,355180,0.35518,CoNSeP,train
train_19.png,839,276.134684147795,0.003621421202795271,231677,0.231677,CoNSeP,train
train_25.png,40,90.4,0.011061946902654867,3616,0.003616,CoNSeP,train
train_27.png,63,312.6507936507937,0.0031984566177590498,19697,0.019697,CoNSeP,train
train_26.png,145,149.88275862068966,0.006671881470574702,21733,0.021733,CoNSeP,train
train_17.png,805,332.2633540372671,0.003009660824310582,267472,0.267472,CoNSeP,train
train_6.png,767,272.1082138200782,0.003675008504745888,208707,0.208707,CoNSeP,train
train_7.png,699,476.05865522174537,0.00210058149144291,332765,0.332765,CoNSeP,train
train_16.png,262,226.6145038167939,0.0044127802199653045,59373,0.059373,CoNSeP,train
train_14.png,502,403.3227091633466,0.0024794041527550032,202468,0.202468,CoNSeP,train
train_5.png,20,265.5,0.003766478342749529,5310,0.00531,CoNSeP,train
train_4.png,80,172.5,0.005797101449275362,13800,0.0138,CoNSeP,train
train_15.png,161,222.62111801242236,0.004491936833882038,35842,0.035842,CoNSeP,train
train_11.png,100,512.8,0.0019500780031201249,51280,0.05128,CoNSeP,train
train_1.png,849,218.22497055359247,0.0045824270131103835,185273,0.185273,CoNSeP,train
train_10.png,997,278.8004012036108,0.0035867954123555566,277964,0.277964,CoNSeP,train
train_12.png,135,237.7925925925926,0.0042053454613419725,32102,0.032102,CoNSeP,train
train_3.png,677,366.44756277695717,0.0027289034000443396,248085,0.248085,CoNSeP,train
train_2.png,293,221.56996587030716,0.0045132470733210105,64920,0.06492,CoNSeP,train
train_13.png,749,395.74232309746327,0.002526896775085945,296411,0.296411,CoNSeP,train
test_14.png,556,382.58992805755395,0.0026137645731478,212720,0.21272,CoNSeP,test
test_9.png,513,240.3684210526316,0.004160280271513028,123309,0.123309,CoNSeP,test
test_8.png,625,430.3168,0.00232386929815429,268948,0.268948,CoNSeP,test
test_12.png,428,322.55841121495325,0.0031002136829524464,138055,0.138055,CoNSeP,test
test_13.png,1359,196.6504782928624,0.0050851643417350175,267248,0.267248,CoNSeP,test
test_11.png,1077,238.68059424326833,0.004189699640938462,257059,0.257059,CoNSeP,test
test_10.png,845,255.91597633136095,0.003907532520381597,216249,0.216249,CoNSeP,test
test_3.png,393,594.6819338422392,0.001681571177955586,233710,0.23371,CoNSeP,test
test_2.png,245,456.0734693877551,0.002192629186131844,111738,0.111738,CoNSeP,test
test_1.png,864,247.96759259259258,0.004032785048822838,214244,0.214244,CoNSeP,test
test_5.png,910,303.63626373626374,0.003293414257226511,276309,0.276309,CoNSeP,test
test_4.png,418,645.3636363636364,0.0015495140160585999,269762,0.269762,CoNSeP,test
test_6.png,300,343.25,0.0029133284777858705,102975,0.102975,CoNSeP,test
test_7.png,241,213.13278008298755,0.00469191083422564,51365,0.051365,CoNSeP,test
TCGA-55-1594-01Z-00-DX1_001.png,251,896.183266932271,0.0011158431951347459,224942,0.2145214080810547,MoNuSAC,train
TCGA-55-1594-01Z-00-DX1_002.png,299,273.04013377926424,0.003662465243327331,81639,0.3114280700683594,MoNuSAC,train
TCGA-55-1594-01Z-00-DX1_003.png,36,1164.5833333333333,0.0008586762075134168,41925,0.15993118286132812,MoNuSAC,train
TCGA-55-1594-01Z-00-DX1_004.png,21,333.3333333333333,0.003,7000,0.026702880859375,MoNuSAC,train
TCGA-55-1594-01Z-00-DX1_005.png,64,1036.515625,0.0009647707915642854,66337,0.2530555725097656,MoNuSAC,train
TCGA-5P-A9K0-01Z-00-DX1_1.png,321,1281.3271028037384,0.0007804408396668174,411306,0.2729355773933274,MoNuSAC,train
TCGA-5P-A9K0-01Z-00-DX1_2.png,314,470.7643312101911,0.002124205114328237,147820,0.2562635655689391,MoNuSAC,train
TCGA-5P-A9K0-01Z-00-DX1_3.png,5,629.0,0.001589825119236884,3145,0.03420523138832998,MoNuSAC,train
TCGA-69-7760-01Z-00-DX1_001.png,30,365.3333333333333,0.002737226277372263,10960,0.04180908203125,MoNuSAC,train
TCGA-69-7760-01Z-00-DX1_002.png,174,265.9712643678161,0.003759804663022105,46279,0.17654037475585938,MoNuSAC,train
TCGA-69-7760-01Z-00-DX1_003.png,42,1894.7857142857142,0.0005277641648132092,79581,0.3035774230957031,MoNuSAC,train
TCGA-69-7760-01Z-00-DX1_004.png,219,865.6255707762557,0.0011552338953009938,189572,0.18078994750976562,MoNuSAC,train
TCGA-69-A59K-01Z-00-DX1_001.png,9,1765.2222222222222,0.0005665009126959149,15887,0.4931706711367728,MoNuSAC,train
TCGA-69-A59K-01Z-00-DX1_002.png,9,535.0,0.001869158878504673,4815,0.04229769141572086,MoNuSAC,train
TCGA-69-A59K-01Z-00-DX1_003.png,384,837.3958333333334,0.0011941783803955715,321560,0.10459399082216679,MoNuSAC,train
TCGA-69-A59K-01Z-00-DX1_004.png,272,340.3639705882353,0.0029380313029952797,92579,0.19674217953077186,MoNuSAC,train
TCGA-73-4668-01Z-00-DX1_001.png,17,751.5294117647059,0.0013306199123356293,12776,0.02778611477213907,MoNuSAC,train
TCGA-73-4668-01Z-00-DX1_002.png,302,800.6390728476821,0.0012490022457225809,241793,0.2305917739868164,MoNuSAC,train
TCGA-73-4668-01Z-00-DX1_003.png,5,2082.2,0.00048026126212659685,10411,0.18271323271323273,MoNuSAC,train
TCGA-73-4668-01Z-00-DX1_004.png,203,396.4039408866995,0.002522679259351311,80470,0.23886985793076426,MoNuSAC,train
TCGA-78-7220-01Z-00-DX1_001.png,14,1355.7142857142858,0.0007376185458377239,18980,0.0724029541015625,MoNuSAC,train
TCGA-78-7220-01Z-00-DX1_002.png,17,569.8823529411765,0.001754748142031379,9688,0.036956787109375,MoNuSAC,train
TCGA-78-7220-01Z-00-DX1_003.png,270,863.3814814814815,0.0011582365633834235,233113,0.22231388092041016,MoNuSAC,train
TCGA-78-7220-01Z-00-DX1_004.png,130,330.11538461538464,0.0030292438541302574,42915,0.16370773315429688,MoNuSAC,train
TCGA-86-7713-01Z-00-DX1_001.png,11,660.4545454545455,0.0015141087405368204,7265,0.025979645403766245,MoNuSAC,train
TCGA-86-7713-01Z-00-DX1_002.png,31,1731.0967741935483,0.0005776684555754323,53664,0.1097100240419999,MoNuSAC,train
TCGA-86-7713-01Z-00-DX1_003.png,301,490.35880398671094,0.0020393230260572636,147598,0.3331933721612714,MoNuSAC,train
TCGA-86-7713-01Z-00-DX1_004.png,353,938.643059490085,0.0010653677027593928,331341,0.29075201825201824,MoNuSAC,train
TCGA-86-8672-01Z-00-DX1_1.png,285,486.1684210526316,0.002056900359416273,138558,0.31734231139205715,MoNuSAC,train
TCGA-86-8672-01Z-00-DX1_2.png,58,340.55172413793105,0.0029364115026326446,19752,0.010097003206176798,MoNuSAC,train
TCGA-86-8672-01Z-00-DX1_3.png,507,904.3392504930966,0.0011057797164667393,458500,0.23440551489459166,MoNuSAC,train
TCGA-A2-A0CV-01Z-00-DX1_1.png,226,533.3141592920354,0.001875067411162459,120529,0.32391561408223596,MoNuSAC,train
TCGA-A2-A0CV-01Z-00-DX1_2.png,215,595.9488372093023,0.0016779963942589108,128129,0.33885803448640645,MoNuSAC,train
TCGA-A2-A0CV-01Z-00-DX1_3.png,9,2615.5555555555557,0.00038232795242141036,23540,0.5882352941176471,MoNuSAC,train
TCGA-A2-A0CV-01Z-00-DX1_4.png,423,298.3049645390071,0.0033522740781246284,126183,0.24237389385205518,MoNuSAC,train
TCGA-A2-A0CV-01Z-00-DX1_5.png,8,553.5,0.0018066847335140017,4428,0.13134788799240626,MoNuSAC,train
TCGA-A2-A0ES-01Z-00-DX1_1.png,19,1274.6842105263158,0.0007845080308848425,24219,0.16324260929348486,MoNuSAC,train
TCGA-A2-A0ES-01Z-00-DX1_2.png,667,360.41229385307344,0.0027746001372740696,240395,0.2851133123644972,MoNuSAC,train
